tick,total_cells,lone_cells,clustered_cells,num_clusters,avg_cluster_size,cooperators,defectors,cooperator_pct,defector_pct,coop_genome_pct,mean_fitness,multi_advantage,coop_advantage,coop_rate_clustered,def_rate_clustered,coop_rate_lone,def_rate_lone,cluster_rate,lone_rate,seed,ticks,grid_size,initial_cells,mutation_rate,task_flip_period
0,100,58,42,13,3.230769230769231,42,0,42.0,0.0,72.0,0.23399999999999999,0.1291871921182266,0.30892857142857144,0.30892857142857144,0.0,0.17499999999999996,0.1848214285714286,0.30892857142857144,0.17974137931034484,3,500,250,100,0.005,
50,124,50,74,21,3.5238095238095237,71,3,57.25806451612903,2.4193548387096775,76.61290322580645,9.926612903225811,0.08283465818759947,0.0920671085335544,0.26706710853355436,0.17499999999999996,0.17499999999999996,0.18557692307692306,0.26333465818759944,0.18049999999999997,3,500,250,100,0.005,
100,137,50,87,24,3.625,84,3,61.31386861313869,2.18978102189781,78.83211678832117,19.411313868613156,0.08599880505291913,0.09476661951909465,0.2697666195190949,0.17500000000000027,0.17500000000000035,0.18557692307692306,0.2664988050529193,0.18050000000000016,3,500,250,100,0.005,
150,177,50,127,33,3.8484848484848486,124,3,70.05649717514125,1.694915254237288,83.61581920903954,25.62090395480227,0.0973184804713976,0.10530602435377004,0.28030602435377044,0.1750000000000004,0.17500000000000046,0.1855769230769231,0.27781848047139784,0.18050000000000024,3,500,250,100,0.005,
200,237,49,188,51,3.6862745098039214,176,12,74.26160337552743,5.063291139240507,84.38818565400844,28.216772151898727,0.10761001764948566,0.14295850293984597,0.28313263229307994,0.14017412935323398,0.17500000000000018,0.1581393034825872,0.2740076214671323,0.16639760381764665,3,500,250,100,0.005,
250,319,48,271,71,3.816901408450704,258,13,80.87774294670847,4.075235109717869,88.08777429467085,32.49169278996861,0.12805120998172115,0.1529147274943158,0.30217154637264876,0.14925681887833295,0.17499999999999966,0.15922709163346663,0.29483615354081816,0.166784943559097,3,500,250,100,0.005,
300,487,30,457,110,4.154545454545454,433,24,88.91170431211499,4.9281314168377826,91.78644763860369,32.58119438740582,0.11159913278764327,0.14528916868432887,0.29409353962438933,0.14880437094006047,0.1749999999999992,0.1747456395348846,0.2864634738729147,0.17486434108527144,3,500,250,100,0.005,
350,745,16,729,169,4.313609467455621,695,34,93.28859060402685,4.563758389261745,93.95973154362416,32.31463087248316,0.08526131538602949,0.1509846615112831,0.2844906240161859,0.13350596250490282,0.1749999999999989,0.20000000000000134,0.27744881538603006,0.19218750000000057,3,500,250,100,0.005,
400,1195,11,1184,270,4.385185185185185,1144,40,95.73221757322176,3.3472803347280333,95.73221757322176,31.015688981868845,0.07815946295241036,0.14652019419896864,0.28310946951318783,0.1365892753142192,0.0,0.20000000000000148,0.27815946295241184,0.20000000000000148,3,500,250,100,0.005,
450,1946,11,1935,436,4.4380733944954125,1875,59,96.35149023638232,3.0318602261048304,96.35149023638232,29.700931825967746,0.0764893822181657,0.1357175119570541,0.280629678601552,0.14491216664449794,0.0,0.20000000000000162,0.2764893822181673,0.20000000000000162,3,500,250,100,0.005,
0,100,60,40,14,2.857142857142857,40,0,40.0,0.0,72.0,0.21575000000000003,0.08833333333333332,0.26875000000000004,0.26875000000000004,0.0,0.17500000000000002,0.18660714285714283,0.26875000000000004,0.18041666666666673,4,500,250,100,0.005,
