single_frac,task_alpha,single_mass,multi_mass,total_mass,multicellular_pct
0.9167,1.2819,18,1,20,0.5276690439997971
0.9167,1.477,18,1,20,0.4981679364930744
0.9167,1.7019,18,1,20,0.4885767794900015
0.9167,1.961,18,1,20,0.48171564630186453
0.9167,2.2596,18,1,20,0.4629340169553398
0.9167,2.6036,18,1,20,0.4685351894762206
0.9167,3.0,18,1,20,0.48238736183326875
0.9583,0.1,19,0,19,0.6322426892814462
0.9583,0.1152,19,0,19,0.6740028842104966
0.9583,0.1328,19,0,19,0.6864791933460462
0.9583,0.153,19,0,19,0.6901653158567297
0.9583,0.1763,19,0,19,0.6528890525540715
0.9583,0.2031,19,0,19,0.591820152697294
0.9583,0.234,19,0,19,0.6208821887213847
0.9583,0.2697,19,0,19,0.5398967855328525
0.9583,0.3107,19,0,19,0.5492841889801546
0.9583,0.358,19,0,19,0.5458980914137638
0.9583,0.4125,19,0,19,0.5346584311081797
0.9583,0.4754,19,0,19,0.5534661439908531
0.9583,0.5477,19,0,19,0.5292488915155463
0.9583,0.6311,19,0,19,0.49204186170871833
0.9583,0.7272,19,0,19,0.5020747182050344
0.9583,0.8379,19,0,19,0.47316129064567797
0.9583,0.9655,19,0,19,0.5740707136388304
0.9583,1.1125,19,0,19,0.47668778919300453
0.9583,1.2819,19,0,19,0.46993232101224064
0.9583,1.477,19,0,19,0.5346695076290967
0.9583,1.7019,19,0,19,0.4630811991688824
0.9583,1.961,19,0,19,0.4689039071012024
0.9583,2.2596,19,0,19,0.4989534389316312
0.9583,2.6036,19,0,19,0.5158494331527909
0.9583,3.0,19,0,19,0.48009537687158704
1.0,0.1,20,0,20,0.6785231419003348
1.0,0.1152,20,0,20,0.6583909528465485
1.0,0.1328,20,0,20,0.7000394949139078
1.0,0.153,20,0,20,0.6808632543926662
1.0,0.1763,20,0,20,0.6253839705249129
1.0,0.2031,20,0,20,0.6183993634179559
1.0,0.234,20,0,20,0.5903341675837755
1.0,0.2697,20,0,20,0.6090198309300203
1.0,0.3107,20,0,20,0.5173166217747897
1.0,0.358,20,0,20,0.5543856132142609
1.0,0.4125,20,0,20,0.5355154559349926
1.0,0.4754,20,0,20,0.563464717663713
1.0,0.5477,20,0,20,0.526688643615076
1.0,0.6311,20,0,20,0.4865588373330612
1.0,0.7272,20,0,20,0.5170651399493565
1.0,0.8379,20,0,20,0.4697504319826387
1.0,0.9655,20,0,20,0.5763461609858251
1.0,1.1125,20,0,20,0.48359546774701
1.0,1.2819,20,0,20,0.48562730608605986
1.0,1.477,20,0,20,0.5412876034618767
1.0,1.7019,20,0,20,0.4598271609422473
1.0,1.961,20,0,20,0.48126731927204225
1.0,2.2596,20,0,20,0.508206400077289
1.0,2.6036,20,0,20,0.5164538945265611
1.0,3.0,20,0,20,0.47867926120225723
