tick,total_cells,lone_cells,clustered_cells,num_clusters,avg_cluster_size,cooperators,defectors,cooperator_pct,defector_pct,coop_genome_pct,mean_fitness,multi_advantage,coop_advantage,coop_rate_clustered,def_rate_clustered,coop_rate_lone,def_rate_lone,cluster_rate,lone_rate,seed,ticks,grid_size,initial_cells,mutation_rate,task_flip_period,coop_reward_scale
600,4944,0,4944,1228,4.026058631921824,4863,81,98.3616504854369,1.6383495145631068,98.3616504854369,16.78061387540452,0.16333286419127527,0.02178881365375618,0.16368984111400064,0.14190102746024447,0.0,0.0,0.16333286419127527,0.0,0,700,250,100,0.005,,0.1
650,8087,0,8087,2005,4.033416458852868,7969,118,98.54086805984915,1.4591319401508593,98.54086805984915,16.50143048514075,0.16349116868006552,0.027599352528179133,0.16389387964807903,0.1362945271198999,0.0,0.0,0.16349116868006552,0.0,0,700,250,100,0.005,,0.1
0,100,62,38,13,2.923076923076923,38,0,38.0,0.0,73.0,0.18575000000000003,0.012372665534804789,0.19342105263157894,0.19342105263157894,0.0,0.175,0.1888888888888889,0.19342105263157894,0.18104838709677415,1,700,250,100,0.005,,0.1
50,105,48,57,21,2.7142857142857144,54,3,51.42857142857143,2.857142857142857,74.28571428571429,8.595714285714283,-0.006539710182318442,0.001343500363108291,0.17634350036310825,0.17499999999999996,0.17499999999999996,0.19062499999999993,0.17627278981768152,0.18281249999999996,1,700,250,100,0.005,,0.1
100,127,48,79,27,2.925925925925926,76,3,59.84251968503937,2.3622047244094486,78.74015748031496,15.227952755905529,0.0021205453980160105,0.010325139295305874,0.18532513929530622,0.17500000000000035,0.17500000000000035,0.19062499999999985,0.18493304539801614,0.18281250000000013,1,700,250,100,0.005,,0.1
150,156,48,108,38,2.8421052631578947,105,3,67.3076923076923,1.9230769230769231,82.6923076923077,20.810897435897456,0.01902456300769015,0.027603836236480994,0.20260383623648145,0.17500000000000046,0.17500000000000046,0.1906249999999999,0.20183706300769033,0.18281250000000018,1,700,250,100,0.005,,0.1
200,209,43,166,60,2.7666666666666666,152,14,72.72727272727273,6.698564593301436,84.21052631578948,22.703588516746425,0.012692064454313257,0.05977611724962445,0.1949751222247489,0.13519900497512444,0.17500000000000018,0.18007331762241438,0.189933762938636,0.17724169848432275,1,700,250,100,0.005,,0.1
250,284,40,244,82,2.975609756097561,229,15,80.63380281690141,5.28169014084507,88.02816901408451,25.142987089201867,0.013628670170767132,0.06004814793042168,0.1961174654316587,0.13606931750123702,0.17499999999999966,0.18299433843573137,0.1924259809277393,0.17879731075697217,1,700,250,100,0.005,,0.1
300,414,37,377,123,3.065040650406504,356,21,85.99033816425121,5.072463768115942,90.57971014492753,25.272504025764867,0.008368492883263856,0.04810859568090178,0.19366927511870732,0.14556067943780554,0.1749999999999992,0.19066537467700348,0.1909894859693733,0.18262099308610943,1,700,250,100,0.005,,0.1
350,616,31,585,185,3.1621621621621623,558,26,90.58441558441558,4.220779220779221,93.01948051948052,24.69586038961035,0.0036721354233884562,0.04523456326519776,0.1927827771595656,0.14754821389436784,0.1749999999999989,0.19843750000000127,0.19076890961693693,0.18709677419354848,1,700,250,100,0.005,,0.1
400,919,23,896,281,3.188612099644128,862,31,93.79760609357997,3.373231773667029,94.55930359085963,24.50066557852735,0.008189986411548555,0.0445236727545926,0.19567699156946053,0.15115331881486793,0.17499999999999868,0.19072824889867984,0.19413137694976018,0.18594139053821163,1,700,250,100,0.005,,0.1
450,1393,17,1376,428,3.2149532710280373,1336,34,95.908111988514,2.440775305096913,96.05168700646088,24.1697319932998,-0.001127807983233614,0.044371503804029766,0.19703220615153494,0.15266070234750517,0.17499999999999852,0.2000000000000016,0.19593101554617942,0.19705882352941304,1,700,250,100,0.005,,0.1
500,2182,16,2166,665,3.257142857142857,2113,44,96.8377635197067,2.016498625114574,96.88359303391384,23.21921326000608,-0.004504534719814046,0.03744769234238163,0.19469684959315217,0.15724915725077054,0.17499999999999838,0.20000000000000184,0.1939329652801875,0.19843750000000154,1,700,250,100,0.005,,0.1
550,3319,0,3319,1030,3.2223300970873785,3251,51,97.95119011750528,1.5366074118710455,97.95119011750528,20.626264939238705,0.19566174718285062,0.027500513191876907,0.19608649768944836,0.16858598449757145,0.0,0.0,0.19566174718285062,0.0,1,700,250,100,0.005,,0.1
600,5306,0,5306,1640,3.2353658536585366,5204,74,98.07764794572182,1.394647568790049,98.07764794572182,20.280323847216966,0.19503446006333378,0.026652517926315733,0.19540814068602178,0.16875562275970604,0.0,0.0,0.19503446006333378,0.0,1,700,250,100,0.005,,0.1
650,8336,0,8336,2572,3.2410575427682735,8167,119,97.97264875239924,1.4275431861804222,97.97264875239924,20.30598588451693,0.1932502833254158,0.026942536697792507,0.19363722055291244,0.16669468385511993,0.0,0.0,0.1932502833254158,0.0,1,700,250,100,0.005,,0.1
0,100,55,45,15,3.0,45,0,45.0,0.0,73.0,0.17850000000000005,-0.006363636363636405,0.175,0.175,0.0,0.175,0.18796296296296297,0.175,0.1813636363636364,2,700,250,100,0.005,,0.1
50,104,45,59,19,3.1052631578947367,57,2,54.80769230769231,1.9230769230769231,74.03846153846153,8.414423076923073,-0.03135703999113765,-0.024406604747161997,0.150593395252838,0.175,0.17499999999999996,0.18899999999999995,0.1514207377866401,0.18277777777777776,2,700,250,100,0.005,,0.1
100,126,45,81,24,3.375,79,2,62.698412698412696,1.5873015873015872,78.57142857142857,14.812698412698431,-0.025929592959295922,-0.018611354806366887,0.15638864519363344,0.17500000000000032,0.17500000000000032,0.18899999999999992,0.156848184818482,0.18277777777777793,2,700,250,100,0.005,,0.1
150,169,45,124,34,3.6470588235294117,122,2,72.18934911242603,1.183431952662722,84.02366863905326,17.83372781065091,-0.02878691044173845,-0.02135354467484557,0.1536464553251549,0.17500000000000046,0.17500000000000043,0.18899999999999995,0.1539908673360395,0.18277777777777796,2,700,250,100,0.005,,0.1
200,217,42,175,50,3.5,167,8,76.95852534562212,3.686635944700461,85.25345622119816,19.277764976958544,-0.01720563847429521,-0.0049527810051537835,0.15263428367146317,0.15758706467661696,0.1750000000000002,0.16636608623548935,0.15286069651741307,0.17006633499170828,2,700,250,100,0.005,,0.1
250,289,41,248,67,3.701492537313433,239,9,82.69896193771626,3.114186851211073,88.92733564013841,21.384515570934255,-0.025407938575273264,6.82532538371361e-05,0.14996865166021178,0.14990039840637465,0.17499999999999963,0.17566689762688428,0.14996617472761284,0.1753741133028861,2,700,250,100,0.005,,0.1
300,445,33,412,103,4.0,397,15,89.21348314606742,3.3707865168539324,92.13483146067416,19.867921348314592,-0.03343909675940929,0.005224079809941107,0.14671938784747698,0.14149530803753588,0.1749999999999992,0.18319767441860546,0.14652919076701798,0.17996828752642727,2,700,250,100,0.005,,0.1
350,674,16,658,160,4.1125,636,22,94.3620178041543,3.264094955489614,94.51038575667656,18.589688427299684,-0.053919542022332456,-0.0014304532280229043,0.1429076312739961,0.14433808450201902,0.1749999999999989,0.1983333333333346,0.14295545797766862,0.19687500000000108,2,700,250,100,0.005,,0.1
400,1021,14,1007,243,4.1440329218107,981,26,96.08227228207639,2.546523016650343,96.08227228207639,17.962463271302628,-0.05632885747954114,0.0005590122727511526,0.14368557580654925,0.1431265635337981,0.0,0.20000000000000148,0.14367114252046034,0.20000000000000148,2,700,250,100,0.005,,0.1
450,1567,14,1553,368,4.220108695652174,1523,30,97.19208679004467,1.9144862795149968,97.19208679004467,17.512093171665583,-0.05721888656182253,0.003079682987050497,0.1428406050605947,0.1397609220735442,0.0,0.2000000000000016,0.14278111343817906,0.2000000000000016,2,700,250,100,0.005,,0.1
500,2481,14,2467,582,4.238831615120275,2435,32,98.14590890769851,1.2898024989923418,98.14590890769851,16.899405481660605,-0.05622624949127833,-0.002527725838924161,0.14374096282050072,0.14626868865942488,0.0,0.20000000000000182,0.14377375050872349,0.20000000000000182,2,700,250,100,0.005,,0.1
550,3928,0,3928,924,4.251082251082251,3879,46,98.75254582484725,1.1710794297352343,98.75254582484725,14.614536659877794,0.14400579868006516,-0.001067559985255817,0.1439932871490278,0.1450608471342836,0.0,0.0,0.14400579868006516,0.0,2,700,250,100,0.005,,0.1
600,6290,0,6290,1477,4.258632362897766,6214,71,98.79173290937997,1.1287758346581875,98.79173290937997,14.690834658187597,0.14451004360632416,0.00625394120092268,0.14458069274320012,0.13832675154227744,0.0,0.0,0.14451004360632416,0.0,2,700,250,100,0.005,,0.1
650,9999,0,9999,2353,4.249468763280918,9882,106,98.82988298829883,1.06010601060106,98.82988298829883,14.975501050105006,0.14684944515655138,0.01821415114814165,0.14704274712107912,0.12882859597293747,0.0,0.0,0.14684944515655138,0.0,2,700,250,100,0.005,,0.1
0,100,62,38,12,3.1666666666666665,38,0,38.0,0.0,71.0,0.20600000000000002,0.06460101867572163,0.24605263157894744,0.24605263157894744,0.0,0.17500000000000002,0.18879310344827588,0.24605263157894744,0.1814516129032258,0,700,250,100,0.005,,0.15
50,108,55,53,15,3.533333333333333,52,1,48.148148148148145,0.9259259259259259,73.14814814814815,10.06898148148148,0.06897588537988109,0.07771493212669695,0.25271493212669693,0.175,0.17499999999999996,0.18928571428571425,0.25124861265260834,0.18227272727272725,0,700,250,100,0.005,,0.15
100,138,55,83,22,3.772727272727273,82,1,59.42028985507246,0.7246376811594203,78.98550724637681,18.021557971014506,0.09698290913428698,0.10552704660709955,0.2805270466070999,0.17500000000000032,0.17500000000000038,0.1892857142857142,0.27925563640701434,0.18227272727272736,0,700,250,100,0.005,,0.15
150,184,55,129,34,3.7941176470588234,128,1,69.56521739130434,0.5434782608695652,84.23913043478261,23.820516304347834,0.10978795346036976,0.11797521730132401,0.2929752173013245,0.17500000000000046,0.1750000000000005,0.1892857142857142,0.2920606807330972,0.18227272727272745,0,700,250,100,0.005,,0.15
200,233,53,180,48,3.75,169,11,72.53218884120172,4.721030042918455,83.2618025751073,29.066952789699563,0.11501769430636613,0.17329761541448443,0.29764180356464287,0.12434418815015844,0.17500000000000018,0.1693852167732766,0.2870513937337577,0.17203369942739158,0,700,250,100,0.005,,0.15
250,342,48,294,74,3.972972972972973,279,15,81.57894736842105,4.385964912280702,88.01169590643275,31.361330409356697,0.10219226008405699,0.15815976759315178,0.2889468949458103,0.1307871273526585,0.17499999999999966,0.18180355501072684,0.2808775190482005,0.17868525896414353,0,700,250,100,0.005,,0.15
300,520,36,484,116,4.172413793103448,463,21,89.03846153846153,4.038461538461538,91.73076923076923,31.61105769230765,0.09813016633161453,0.1439251762972274,0.2879019855158866,0.14397680921865919,0.1749999999999992,0.18895348837209386,0.28165729811456053,0.183527131782946,0,700,250,100,0.005,,0.15
350,816,21,795,187,4.251336898395722,757,38,92.76960784313725,4.6568627450980395,93.38235294117646,30.896825980392112,0.08329189365611636,0.1491414626399964,0.284468287018604,0.1353268243786076,0.1749999999999989,0.20000000000000132,0.2773395127037362,0.19404761904761983,0,700,250,100,0.005,,0.15
400,1303,16,1287,297,4.333333333333333,1238,49,95.01151189562547,3.760552570990023,95.01151189562547,30.023396009209474,0.07615649576915753,0.12700326339340018,0.280991895851736,0.15398863245833583,0.0,0.20000000000000148,0.276156495769159,0.20000000000000148,0,700,250,100,0.005,,0.15
450,2024,16,2008,458,4.384279475982533,1942,66,95.94861660079052,3.260869565217391,95.94861660079052,30.391249999999957,0.07672460139530488,0.12790151395451227,0.280928535618911,0.15302702166439874,0.0,0.20000000000000165,0.2767246013953065,0.20000000000000165,0,700,250,100,0.005,,0.15
500,3187,16,3171,722,4.39196675900277,3078,92,96.57985566363351,2.88672732977722,96.57985566363351,30.697994979604605,0.07823671582568473,0.11824638729424136,0.28166847217618185,0.1634220848819405,0.0,0.20000000000000176,0.2782367158256865,0.20000000000000176,0,700,250,100,0.005,,0.15
550,5150,0,5150,1174,4.386712095400341,5018,130,97.4368932038835,2.5242718446601944,97.4368932038835,28.11750790568652,0.28046624185002533,0.11405651621753485,0.28334645690602367,0.16928994068848882,0.0,0.0,0.28046624185002533,0.0,0,700,250,100,0.005,,0.15
600,8408,0,8408,1906,4.411332633788038,8204,200,97.57373929590865,2.378686964795433,97.57373929590865,27.98551824226357,0.2806637236701949,0.11469470325509712,0.2833932501636527,0.16869854690855557,0.0,0.0,0.2806637236701949,0.0,0,700,250,100,0.005,,0.15
650,9998,0,9998,2272,4.400528169014085,9753,239,97.5495099019804,2.3904780956191236,97.5495099019804,36.68606803503554,0.2839068664439081,0.11416627996870302,0.28663762514211866,0.17247134517341564,0.0,0.0,0.2839068664439081,0.0,0,700,250,100,0.005,,0.15
0,100,63,37,13,2.8461538461538463,37,0,37.0,0.0,73.0,0.23125,0.13593951093951112,0.31689189189189204,0.31689189189189204,0.0,0.175,0.1888888888888889,0.31689189189189204,0.18095238095238092,1,700,250,100,0.005,,0.15
50,113,52,61,20,3.05,57,4,50.442477876106196,3.5398230088495577,76.10619469026548,10.697345132743365,0.11477496105630164,0.1305469556243551,0.3055469556243551,0.175,0.17499999999999993,0.19130434782608685,0.29698649951784006,0.18221153846153842,1,700,250,100,0.005,,0.15
100,144,52,92,29,3.1724137931034484,88,4,61.111111111111114,2.7777777777777777,81.25,19.567361111111115,0.1269959787575747,0.14030785891089081,0.31530785891089114,0.17500000000000032,0.1750000000000004,0.19130434782608677,0.30920751721911327,0.18221153846153856,1,700,250,100,0.005,,0.15
150,182,52,130,39,3.3333333333333335,126,4,69.23076923076923,2.197802197802198,85.16483516483517,27.601373626373622,0.12351707048308111,0.13487872351428973,0.3098787235142902,0.17500000000000046,0.1750000000000005,0.19130434782608677,0.30572860894461973,0.18221153846153862,1,700,250,100,0.005,,0.15
200,253,54,199,60,3.316666666666667,192,7,75.88932806324111,2.766798418972332,86.56126482213439,31.341205533596824,0.16027898985086717,0.17790368566716072,0.3330031881547231,0.15509950248756235,0.17500000000000016,0.1579325594250969,0.3267452695634158,0.16646627971254865,1,700,250,100,0.005,,0.15
250,357,49,308,91,3.3846153846153846,297,10,83.19327731092437,2.8011204481792715,89.35574229691876,35.156652661064385,0.16845959617279696,0.15791899668430182,0.34259695153157926,0.18467795484727745,0.17499999999999966,0.16409915891987653,0.3374530102715043,0.16899341409870736,1,700,250,100,0.005,,0.15
300,510,45,465,135,3.4444444444444446,450,14,88.23529411764706,2.7450980392156863,91.96078431372548,38.34794117647054,0.17573518728183765,0.16605841661029128,0.3516758030997706,0.1856173864894793,0.1749999999999992,0.1679561717352423,0.34666541983997734,0.1709302325581397,1,700,250,100,0.005,,0.15
350,811,28,783,227,3.449339207048458,751,30,92.60172626387177,3.6991368680641186,93.9580764488286,37.06234073160702,0.15330346612792212,0.17199222996783853,0.3454539361695809,0.1734617062017424,0.1749999999999989,0.19236634824870236,0.3388473204217767,0.18554385429385456,1,700,250,100,0.005,,0.15
400,1293,19,1274,363,3.509641873278237,1232,39,95.28228924980665,3.0162412993039442,95.59164733178655,35.88846352152613,0.13675245942173395,0.17243465692833546,0.3367803728253498,0.16434571589701433,0.17499999999999868,0.20000000000000148,0.331489301526998,0.19473684210526407,1,700,250,100,0.005,,0.15
450,1984,15,1969,556,3.54136690647482,1915,48,96.52217741935483,2.4193548387096775,96.52217741935483,36.20055863575266,0.12958690418319044,0.1596729231309463,0.3334912853906731,0.17381836225972677,0.0,0.2000000000000016,0.32958690418319203,0.2000000000000016,1,700,250,100,0.005,,0.15
500,3068,15,3053,870,3.5091954022988507,2982,64,97.19687092568448,2.0860495436766624,97.19687092568448,36.35288461538459,0.13327974012870925,0.14263860485877966,0.3362767429885148,0.19363813812973513,0.0,0.20000000000000184,0.3332797401287111,0.20000000000000184,1,700,250,100,0.005,,0.15
550,4746,0,4746,1365,3.476923076923077,4645,89,97.87189211967973,1.8752633796881584,97.87189211967973,34.489090813316444,0.33358540224321925,0.15027311078935932,0.33641056212075465,0.18613745133139534,0.0,0.0,0.33358540224321925,0.0,1,700,250,100,0.005,,0.15
600,7538,0,7538,2168,3.476937269372694,7372,136,97.79782435659327,1.804192093393473,97.79782435659327,34.465142389670085,0.33349282750501535,0.14650793163238893,0.3361466738957992,0.1896387422634103,0.0,0.0,0.33349282750501535,0.0,1,700,250,100,0.005,,0.15
650,10000,0,10000,2879,3.473428273706148,9798,168,97.98,1.68,97.98,40.45051699999997,0.334317636135006,0.14280842014960524,0.3367250026396351,0.19391658249002988,0.0,0.0,0.334317636135006,0.0,1,700,250,100,0.005,,0.15
0,100,56,44,15,2.933333333333333,44,0,44.0,0.0,73.0,0.21600000000000003,0.07897727272727276,0.2602272727272728,0.2602272727272728,0.0,0.175,0.18796296296296297,0.2602272727272728,0.18125000000000005,2,700,250,100,0.005,,0.15
50,112,46,66,21,3.142857142857143,62,4,55.357142857142854,3.5714285714285716,75.89285714285714,9.419419642857141,0.04058649151360158,0.054592030360531396,0.22650379506641377,0.17191176470588238,0.17499999999999993,0.1902173913043477,0.22319518716577547,0.18260869565217389,2,700,250,100,0.005,,0.15
100,126,46,80,24,3.3333333333333335,75,5,59.523809523809526,3.9682539682539684,77.77777777777777,18.114087301587308,0.04018789204230988,0.05252644978783591,0.22607949080622367,0.17355304101838775,0.17500000000000032,0.19021739130434775,0.2227965876944839,0.18260869565217402,2,700,250,100,0.005,,0.15
150,165,46,119,33,3.606060606060606,113,6,68.48484848484848,3.6363636363636362,82.42424242424242,22.870454545454557,0.0638974399146355,0.08106967561390119,0.25059368223641804,0.16952400662251685,0.1750000000000004,0.1902173913043477,0.2465061355668096,0.18260869565217408,2,700,250,100,0.005,,0.15
200,205,47,158,44,3.590909090909091,147,11,71.70731707317073,5.365853658536586,82.92682926829268,27.354756097560976,0.0820635322191259,0.10277746362416978,0.2603420331211824,0.15756456949701264,0.1750000000000002,0.16740775290215604,0.2531866400840567,0.17112310786493082,2,700,250,100,0.005,,0.15
250,291,47,244,64,3.8125,231,13,79.38144329896907,4.4673539518900345,87.2852233676976,29.241838487972473,0.08485185119814889,0.1039730963494444,0.26387618568067484,0.15990308933123043,0.17499999999999966,0.17203270252324088,0.25833663546533553,0.17348478426718664,2,700,250,100,0.005,,0.15
300,396,43,353,89,3.966292134831461,334,19,84.34343434343434,4.797979797979798,89.39393939393939,32.1301767676767,0.08396383021011863,0.10814010903197188,0.26701533829182,0.15887522925984812,0.1749999999999992,0.17917087967644157,0.26119476585100565,0.17723093564088702,2,700,250,100,0.005,,0.15
350,586,25,561,138,4.065217391304348,526,35,89.76109215017065,5.972696245733788,91.29692832764505,32.29961604095556,0.07684214365138622,0.12206166359868625,0.2744573989561174,0.15239573535743117,0.1749999999999989,0.19843750000000113,0.26684214365138653,0.1900000000000003,2,700,250,100,0.005,,0.15
400,926,17,909,217,4.188940092165899,859,50,92.7645788336933,5.399568034557236,92.9805615550756,31.225901727861714,0.07314839737043,0.11993807544082238,0.2768044747744755,0.15686639933365312,0.17499999999999868,0.20000000000000143,0.27020722089984284,0.19705882352941284,2,700,250,100,0.005,,0.15
450,1447,15,1432,335,4.2746268656716415,1364,67,94.26399447131998,4.630269523151347,94.26399447131998,30.858479612992348,0.06944789620222216,0.11752493282513035,0.274950461191241,0.15742552836611065,0.0,0.20000000000000154,0.2694478962022237,0.20000000000000154,2,700,250,100,0.005,,0.15
500,2263,15,2248,521,4.314779270633397,2155,92,95.22757401679186,4.065399911621741,95.22757401679186,30.92747017233756,0.07645830622406691,0.12191155271106699,0.2814497894681355,0.1595382367570685,0.0,0.2000000000000018,0.2764583062240687,0.2000000000000018,2,700,250,100,0.005,,0.15
550,3575,1,3574,825,4.332121212121212,3438,132,96.16783216783217,3.6923076923076925,96.16783216783217,27.943274825174786,0.08220013084146571,0.12553934062010055,0.28684192158708427,0.16130258096698372,0.0,0.2000000000000014,0.2822001308414671,0.2000000000000014,2,700,250,100,0.005,,0.15
600,5769,1,5768,1328,4.343373493975903,5557,201,96.32518634078697,3.484139365574623,96.32518634078697,28.20842621482633,0.08160829833661831,0.12342547514658034,0.2859168291640708,0.16249135401749046,0.0,0.20000000000000157,0.2816082983366199,0.20000000000000157,2,700,250,100,0.005,,0.15
650,9332,1,9331,2148,4.344040968342644,9006,306,96.50664380625804,3.279039862837548,96.50664380625804,28.488552918274003,0.08396757605739871,0.12343943502319257,0.2880238976979821,0.16458446267478952,0.0,0.2000000000000017,0.2839675760574004,0.2000000000000017,2,700,250,100,0.005,,0.15
0,100,62,38,12,3.1666666666666665,38,0,38.0,0.0,71.0,0.28099999999999997,0.2619694397283532,0.443421052631579,0.443421052631579,0.0,0.17500000000000002,0.18879310344827588,0.443421052631579,0.1814516129032258,0,700,250,100,0.005,,0.25
50,123,54,69,19,3.6315789473684212,68,1,55.28455284552845,0.8130081300813008,76.42276422764228,12.842886178861786,0.2705977076821068,0.28209342560553646,0.45709342560553645,0.175,0.17499999999999996,0.18928571428571425,0.4530051150895142,0.18240740740740738,0,700,250,100,0.005,,0.25
100,145,54,91,24,3.7916666666666665,90,1,62.06896551724138,0.6896551724137931,80.0,26.31706896551723,0.2898943007853896,0.30060506050605007,0.4756050605060504,0.17500000000000032,0.17500000000000038,0.1892857142857142,0.47230170819279704,0.1824074074074075,0,700,250,100,0.005,,0.25
150,185,54,131,34,3.8529411764705883,130,1,70.27027027027027,0.5405405405405406,84.32432432432432,38.97891891891888,0.38690405308498366,0.39734462557310135,0.5723446255731018,0.17500000000000046,0.17500000000000046,0.1892857142857142,0.5693114604923912,0.18240740740740757,0,700,250,100,0.005,,0.25
200,261,55,206,52,3.9615384615384617,197,9,75.47892720306514,3.4482758620689653,85.05747126436782,45.83113026819919,0.3778447022786924,0.435376482840528,0.5639419886448399,0.1285655058043119,0.17500000000000018,0.1604726368159205,0.5449206859964674,0.16707598371777502,0,700,250,100,0.005,,0.25
250,366,42,324,79,4.10126582278481,305,19,83.33333333333333,5.191256830601093,88.52459016393442,53.783265027322365,0.36219628507887713,0.3988193872532457,0.5621395237725594,0.16332013651931368,0.17499999999999963,0.1778408106703626,0.538751967112647,0.17655568203376978,0,700,250,100,0.005,,0.25
300,576,36,540,123,4.390243902439025,516,24,89.58333333333333,4.166666666666667,91.84027777777777,55.11705729166663,0.36002614809878175,0.354139421041604,0.5541248510494684,0.19998543000786442,0.1749999999999992,0.1802578361981808,0.5383853212253971,0.17835917312661528,0,700,250,100,0.005,,0.25
350,950,24,926,204,4.53921568627451,887,39,93.36842105263158,4.105263157894737,93.89473684210526,53.71752631578947,0.3381389689046106,0.30856878053008274,0.5374679519169793,0.22889917138689653,0.1749999999999989,0.1893155018694288,0.5244720745512415,0.1863331056466309,0,700,250,100,0.005,,0.25
400,1582,17,1565,337,4.643916913946588,1511,54,95.51201011378002,3.413400758533502,95.51201011378002,52.09427939317321,0.3210020217546936,0.2828461295754596,0.5307615687176821,0.2479154391422225,0.0,0.20000000000000137,0.521002021754695,0.20000000000000137,0,700,250,100,0.005,,0.25
450,2499,17,2482,528,4.700757575757576,2400,82,96.03841536614645,3.281312525010004,96.03841536614645,53.40241096438578,0.3220237734269955,0.26704337134411066,0.5308463183303883,0.26380294698627765,0.0,0.20000000000000154,0.522023773426997,0.20000000000000154,0,700,250,100,0.005,,0.25
500,3965,17,3948,834,4.733812949640288,3814,134,96.19167717528373,3.3795712484237073,96.19167717528373,54.65735182849939,0.3180104516765384,0.24681561645703304,0.5263876787801982,0.27957206232316517,0.0,0.20000000000000165,0.51801045167654,0.20000000000000165,0,700,250,100,0.005,,0.25
550,6444,1,6443,1362,4.730543318649046,6227,215,96.63252638112974,3.3364369956548727,96.63252638112974,52.29524262141233,0.3231224465498123,0.2260902031704896,0.5306681456621468,0.3045779424916572,0.0,0.20000000000000046,0.5231224465498128,0.20000000000000046,0,700,250,100,0.005,,0.25
600,10000,1,9999,2115,4.727659574468085,9670,327,96.7,3.27,96.7,55.1278294404762,0.32994074811680024,0.2273638782793027,0.5373777780455129,0.3100138997662102,0.0,0.2000000000000009,0.5299407481168011,0.2000000000000009,0,700,250,100,0.005,,0.25
650,9999,1,9998,2122,4.711592836946277,9670,326,96.70967096709671,3.26032603260326,96.70967096709671,80.4190219855319,0.33025807035874544,0.22596615203392845,0.5376275146927862,0.3116613626588578,0.0,0.2000000000000012,0.5302580703587466,0.2000000000000012,0,700,250,100,0.005,,0.25
0,100,62,38,13,2.923076923076923,37,1,37.0,1.0,73.0,0.32375,0.375530560271647,0.391891891891892,0.566891891891892,0.17500000000000002,0.175,0.18942307692307694,0.5565789473684212,0.18104838709677415,1,700,250,100,0.005,,0.25
50,111,50,61,21,2.9047619047619047,55,6,49.549549549549546,5.405405405405405,75.67567567567568,15.28986486486486,0.3086242365798778,0.3280300059417707,0.5233894830659537,0.19535947712418303,0.17499999999999993,0.19285714285714275,0.49112423657987775,0.18249999999999994,1,700,250,100,0.005,,0.25
100,139,50,89,30,2.966666666666667,81,8,58.273381294964025,5.755395683453237,79.13669064748201,29.005215827338123,0.3275419743789414,0.3329666064897084,0.5399715569847581,0.2070049504950497,0.1750000000000004,0.19285714285714267,0.5100419743789415,0.18250000000000008,1,700,250,100,0.005,,0.25
150,172,50,122,41,2.975609756097561,112,10,65.11627906976744,5.813953488372093,81.97674418604652,43.74927325581395,0.4113332479508194,0.41403548331066664,0.6277705826484151,0.21373509933774848,0.1750000000000005,0.1928571428571426,0.5938332479508196,0.1825000000000002,1,700,250,100,0.005,,0.25
200,238,49,189,63,3.0,169,20,71.00840336134453,8.403361344537815,82.77310924369748,51.98991596638659,0.44088403358861683,0.47250372971989507,0.6650087048442732,0.1925049751243781,0.17500000000000013,0.1729566453447052,0.6150083101649192,0.17412427657630236,1,700,250,100,0.005,,0.25
250,343,44,299,96,3.1145833333333335,272,27,79.30029154518951,7.871720116618076,86.29737609329446,58.172667638484,0.4548835546104848,0.4919160063459175,0.6777561642328881,0.18584015788697061,0.1749999999999996,0.18259462151394482,0.6333356552986413,0.1784521006881565,1,700,250,100,0.005,,0.25
300,482,38,444,139,3.194244604316547,399,45,82.78008298755186,9.336099585062241,87.13692946058092,65.67438796680503,0.42783793734101205,0.44825781167117895,0.6556899129441605,0.20743210127298153,0.17499999999999924,0.19158686730506252,0.6102583779774869,0.18242044063647492,1,700,250,100,0.005,,0.25
350,742,30,712,224,3.1785714285714284,643,69,86.65768194070081,9.299191374663073,88.67924528301887,66.65263477088955,0.43192735410439703,0.4317630604864091,0.6612695608088383,0.22950650032242917,0.1749999999999989,0.2000000000000014,0.6194273541043971,0.18750000000000006,1,700,250,100,0.005,,0.25
400,1123,19,1104,344,3.2093023255813953,1006,98,89.58147818343723,8.726625111308994,89.93766696349066,68.1254674977739,0.42238458582191984,0.4223231374120668,0.6546102571539798,0.23228711974191302,0.17499999999999868,0.20000000000000148,0.6171214279271839,0.19473684210526407,1,700,250,100,0.005,,0.25
450,1747,15,1732,544,3.1838235294117645,1593,139,91.18488838008014,7.95649685174585,91.18488838008014,67.8914090822363,0.43290277813565337,0.4349580102360263,0.6678099163705322,0.23285190613450588,0.0,0.2000000000000016,0.632902778135655,0.2000000000000016,1,700,250,100,0.005,,0.25
500,2712,15,2697,850,3.172941176470588,2493,202,91.92477876106194,7.448377581120944,91.92477876106194,68.24346730580146,0.43513114102431305,0.43103239293088014,0.6674385782681136,0.23640618533723348,0.0,0.20000000000000184,0.6351311410243149,0.20000000000000184,1,700,250,100,0.005,,0.25
550,4156,0,4156,1332,3.12012012012012,3853,300,92.70933589990375,7.218479307025986,92.70933589990375,65.67096888033375,0.6464067650712014,0.4275387661264686,0.6772908560507199,0.24975208992425138,0.0,0.0,0.6464067650712014,0.0,1,700,250,100,0.005,,0.25
600,6676,0,6676,2136,3.1254681647940075,6190,478,92.7201917315758,7.159976033553026,92.7201917315758,65.25325144797291,0.6438944954880141,0.41827534617416334,0.6738788409396114,0.255603494765448,0.0,0.0,0.6438944954880141,0.0,1,700,250,100,0.005,,0.25
