tick,total_cells,lone_cells,clustered_cells,num_clusters,avg_cluster_size,cooperators,defectors,cooperator_pct,defector_pct,coop_genome_pct,mean_fitness,multi_advantage,coop_advantage,coop_rate_clustered,def_rate_clustered,coop_rate_lone,def_rate_lone,cluster_rate,lone_rate,seed,ticks,grid_size,initial_cells,mutation_rate,task_flip_period,coop_reward_scale
250,98,49,49,18,2.7222222222222223,40,9,40.816326530612244,9.183673469387756,65.3061224489796,38.13392857142854,-0.012831127682745136,0.00945506469310825,0.15966533472409541,0.15021027003098716,0.1749999999999996,0.16668924302788898,0.15792869018862657,0.1707598178713717,2,700,250,100,0.005,,0.02
300,98,49,49,18,2.7222222222222223,40,9,40.816326530612244,9.183673469387756,65.3061224489796,46.616071428571324,-0.0155135960572646,0.0034409352691274486,0.15776910064380434,0.1543281653746769,0.17499999999999918,0.1703953488372101,0.15713709212498503,0.17265068818224963,2,700,250,100,0.005,,0.02
350,102,51,51,19,2.6842105263157894,40,11,39.21568627450981,10.784313725490197,62.745098039215684,50.4789215686273,-0.01794265480063137,0.009762692848560045,0.1567190265070212,0.14695633365846114,0.1749999999999989,0.17038356019837575,0.15461334765733178,0.17255600245796315,2,700,250,100,0.005,,0.02
400,104,50,54,21,2.5714285714285716,41,13,39.42307692307692,12.5,62.5,57.532932692307476,-0.022158168468172035,0.008260242405716711,0.1538095908858643,0.14554934848014758,0.17499999999999868,0.17303688938189732,0.15182101401041398,0.17397918247858601,2,700,250,100,0.005,,0.02
450,104,50,54,21,2.5714285714285716,41,13,39.42307692307692,12.5,62.5,66.28293269230738,-0.020932354777797202,0.005295302773017013,0.15537569975772866,0.15008039698471165,0.17499999999999852,0.17506396042981523,0.154100904645706,0.1750332594235032,2,700,250,100,0.005,,0.02
500,105,53,52,20,2.6,39,13,37.142857142857146,12.380952380952381,60.0,73.12738095238058,-0.011455130058371316,0.010307082403800016,0.16366831391966652,0.1533612315158665,0.17499999999999838,0.17051633410295497,0.16109154331871653,0.17254667337708784,2,700,250,100,0.005,,0.02
550,27,16,11,6,1.8333333333333333,2,9,7.407407407407407,33.333333333333336,7.407407407407407,21.308333333333305,-0.002397697814496058,-0.05755932664800882,0.0864754098360656,0.14403473648407442,0.0,0.1359671021807507,0.13356940436625464,0.1359671021807507,2,700,250,100,0.005,,0.02
600,27,16,11,6,1.8333333333333333,2,9,7.407407407407407,33.333333333333336,7.407407407407407,29.456481481481436,-0.007872839050763386,-0.07130191271092068,0.07741090146750526,0.14871281417842594,0.0,0.14362166909993102,0.13574883004916763,0.14362166909993102,2,700,250,100,0.005,,0.02
650,30,18,12,7,1.7142857142857142,3,9,10.0,30.0,10.0,30.898333333333273,-0.017540132016566054,-0.1272025949352225,0.024905123339658428,0.15210771827488095,0.0,0.13784720155764138,0.12030706954107533,0.13784720155764138,2,700,250,100,0.005,,0.02
0,100,62,38,12,3.1666666666666665,38,0,38.0,0.0,71.0,0.1335,-0.12618845500848896,0.05526315789473685,0.05526315789473685,0.0,0.17500000000000002,0.18879310344827588,0.05526315789473685,0.1814516129032258,0,700,250,100,0.005,,0.05
50,100,51,49,16,3.0625,45,4,45.0,4.0,71.0,6.839999999999999,-0.09943977591036415,-0.09973856209150328,0.07526143790849671,0.175,0.17499999999999996,0.19099999999999995,0.0834033613445378,0.18284313725490195,0,700,250,100,0.005,,0.05
100,104,51,53,17,3.1176470588235294,49,4,47.11538461538461,3.8461538461538463,72.11538461538461,13.059134615384629,-0.10506899191583971,-0.10516265912305535,0.06983734087694497,0.17500000000000032,0.17500000000000038,0.19099999999999986,0.07777414533906235,0.18284313725490206,0,700,250,100,0.005,,0.05
150,95,51,44,20,2.2,40,4,42.10526315789474,4.2105263157894735,69.47368421052632,21.755526315789503,-0.06979376940420956,-0.06814569536423869,0.10685430463576177,0.17500000000000046,0.17500000000000046,0.19099999999999986,0.11304936785069258,0.18284313725490214,0,700,250,100,0.005,,0.05
200,104,49,55,26,2.1153846153846154,45,10,43.26923076923077,9.615384615384615,68.26923076923077,24.971875000000033,-0.06620875215757953,-0.043841901603095576,0.10329740187949156,0.14713930348258714,0.17500000000000016,0.18027795803590752,0.11126865671641802,0.17747740887399754,0,700,250,100,0.005,,0.05
250,102,49,53,28,1.8928571428571428,43,10,42.15686274509804,9.803921568627452,67.6470588235294,33.426225490196074,-0.04309618343662766,-0.021169650556985053,0.13151959247090342,0.15268924302788847,0.17499999999999963,0.1826909752295173,0.13551386616090064,0.1786100495975283,0,700,250,100,0.005,,0.05
300,109,49,60,32,1.875,50,10,45.87155963302752,9.174311926605505,69.72477064220183,39.36055045871555,-0.04476696835064786,-0.026155103359173232,0.13024024547803603,0.15639534883720926,0.17499999999999918,0.18430232558139617,0.13459942937123157,0.17936639772187943,0,700,250,100,0.005,,0.05
