cell_id,genome,op,is_cooperator,is_defector,has_adhesion,cluster_id,type,fitness,age,x,y,seed,ticks,grid_size,initial_cells,mutation_rate,task_flip_period
230230,11110000,NAND,1,0,1,58315,cooperator,86.1,500,143.759,60.788,0,500,150,100,0.005,
230231,00110000,AND,1,0,1,58315,cooperator,86.1,500,149.273,56.472,0,500,150,100,0.005,
230232,01110000,OR,1,0,1,58315,cooperator,86.1,500,113.732,27.429,0,500,150,100,0.005,
230233,11110000,NAND,1,0,1,58316,cooperator,65.8,500,61.401,0.066,0,500,150,100,0.005,
230236,10110000,XOR,1,0,1,58317,cooperator,87.5,500,148.593,125.161,0,500,150,100,0.005,
230237,11110000,NAND,1,0,1,58317,cooperator,87.5,500,65.374,149.731,0,500,150,100,0.005,
230238,10110000,XOR,1,0,1,58318,cooperator,87.5,500,55.347,149.274,0,500,150,100,0.005,
230239,00110000,AND,1,0,1,58318,cooperator,87.5,500,55.66,149.927,0,500,150,100,0.005,
230240,10110000,XOR,1,0,1,58319,cooperator,93.2375,500,36.909,81.46,0,500,150,100,0.005,
230241,01110000,OR,1,0,1,58319,cooperator,93.2375,500,50.451,99.518,0,500,150,100,0.005,
230242,00110000,AND,1,0,1,58319,cooperator,93.2375,500,42.554,83.592,0,500,150,100,0.005,
230243,11110000,NAND,1,0,1,58319,cooperator,93.2375,500,57.018,94.72,0,500,150,100,0.005,
230244,11110000,NAND,1,0,1,58320,cooperator,15.09,500,11.71,148.919,0,500,150,100,0.005,
230245,01110000,OR,1,0,1,58320,cooperator,15.09,500,0.741,141.418,0,500,150,100,0.005,
230246,00110000,AND,1,0,1,58321,cooperator,181.8625,500,43.202,138.421,0,500,150,100,0.005,
230247,10110000,XOR,1,0,1,58321,cooperator,181.8625,500,52.814,111.619,0,500,150,100,0.005,
230248,01110000,OR,1,0,1,58321,cooperator,181.8625,500,54.535,113.784,0,500,150,100,0.005,
230249,01110000,OR,1,0,1,58322,cooperator,87.5,500,15.197,1.697,0,500,150,100,0.005,
230250,10110000,XOR,1,0,1,58322,cooperator,87.5,500,0.073,9.92,0,500,150,100,0.005,
230251,00110000,AND,1,0,1,58323,cooperator,87.5,500,27.62,0.617,0,500,150,100,0.005,
230252,01110000,OR,1,0,1,58323,cooperator,87.5,500,20.233,0.537,0,500,150,100,0.005,
230253,01110000,OR,1,0,1,58324,cooperator,87.5,500,40.657,0.273,0,500,150,100,0.005,
230254,10110000,XOR,1,0,1,58324,cooperator,87.5,500,43.16,6.033,0,500,150,100,0.005,
230255,11110000,NAND,1,0,1,58324,cooperator,87.5,500,42.273,0.395,0,500,150,100,0.005,
230256,00110000,AND,1,0,1,58325,cooperator,320.525,500,121.965,14.64,0,500,150,100,0.005,
230257,10110000,XOR,1,0,1,58325,cooperator,320.525,500,95.683,13.621,0,500,150,100,0.005,
230258,00110000,AND,1,0,1,58326,cooperator,77.125,500,149.367,146.733,0,500,150,100,0.005,
230259,10110000,XOR,1,0,1,58326,cooperator,77.125,500,123.179,149.442,0,500,150,100,0.005,
230263,10110000,XOR,1,0,1,58328,cooperator,130.25,500,77.878,7.562,0,500,150,100,0.005,
230264,00110000,AND,1,0,1,58328,cooperator,130.25,500,90.45,0.655,0,500,150,100,0.005,
230265,01110000,OR,1,0,1,58329,cooperator,220.05,500,0.238,15.273,0,500,150,100,0.005,
230266,00110000,AND,1,0,1,58329,cooperator,220.05,500,0.482,83.332,0,500,150,100,0.005,
230267,10010011,XOR,1,0,1,58338,cooperator,87.5,500,127.886,38.879,0,500,150,100,0.005,
230268,10010010,XOR,1,0,1,58320,cooperator,33.65,500,7.126,149.013,0,500,150,100,0.005,
230269,11110100,NAND,1,0,1,58337,cooperator,87.5,500,52.904,149.192,0,500,150,100,0.005,
230270,10000001,XOR,0,0,0,-1,lone,100.0,500,0.958,0.895,0,500,150,100,0.005,
230271,10110001,XOR,1,0,1,58322,cooperator,87.5,500,0.55,3.679,0,500,150,100,0.005,
230272,01010001,OR,1,0,1,58340,cooperator,87.5,500,43.802,149.71,0,500,150,100,0.005,
230273,10110110,XOR,1,0,1,58333,cooperator,87.5,500,11.103,143.469,0,500,150,100,0.005,
230274,10100111,XOR,0,1,1,58339,defector,87.5,500,43.475,149.169,0,500,150,100,0.005,
230275,11110011,NAND,1,0,1,58321,cooperator,179.9375,500,52.305,135.883,0,500,150,100,0.005,
230276,00110011,AND,1,0,1,58331,cooperator,87.5,500,33.442,0.328,0,500,150,100,0.005,
230277,00000111,AND,0,0,0,-1,lone,100.0,500,0.437,18.863,0,500,150,100,0.005,
230278,11100011,NAND,0,1,1,58332,defector,87.5,500,122.362,45.834,0,500,150,100,0.005,
230279,00101111,AND,0,1,1,58334,defector,87.5,500,19.722,132.503,0,500,150,100,0.005,
230280,00110110,AND,1,0,1,58339,cooperator,87.5,500,31.776,149.34,0,500,150,100,0.005,
230281,01101010,OR,0,1,1,58322,defector,87.5,500,0.555,0.15,0,500,150,100,0.005,
230282,01110111,OR,1,0,1,58319,cooperator,87.5,500,44.888,104.877,0,500,150,100,0.005,
230283,10110101,XOR,1,0,1,58319,cooperator,88.175,500,54.494,100.858,0,500,150,100,0.005,
230284,10110000,XOR,1,0,1,58337,cooperator,87.5,500,56.846,149.623,0,500,150,100,0.005,
230285,00101111,AND,0,1,1,58334,defector,87.5,500,33.958,134.876,0,500,150,100,0.005,
230286,11100110,NAND,0,1,1,58330,defector,87.5,500,23.789,1.23,0,500,150,100,0.005,
230287,01010101,OR,1,0,1,58336,cooperator,87.5,500,26.359,0.096,0,500,150,100,0.005,
230288,10111001,XOR,1,0,1,58317,cooperator,87.5,500,115.739,127.58,0,500,150,100,0.005,
230289,01010101,OR,1,0,1,58317,cooperator,87.5,500,75.068,142.964,0,500,150,100,0.005,
230290,01100001,OR,0,1,1,58317,defector,87.5,500,149.792,120.874,0,500,150,100,0.005,
230291,00111100,AND,1,0,1,58316,cooperator,70.7,500,24.262,4.657,0,500,150,100,0.005,
230292,01111100,OR,1,0,1,58326,cooperator,77.125,500,99.148,149.424,0,500,150,100,0.005,
230293,01000100,OR,0,0,0,-1,lone,100.0,500,34.923,122.069,0,500,150,100,0.005,
230294,01001110,OR,0,0,0,-1,lone,100.0,500,50.975,0.229,0,500,150,100,0.005,
230295,10111011,XOR,1,0,1,58329,cooperator,220.05,500,0.335,47.53,0,500,150,100,0.005,
230296,01000010,OR,0,0,0,-1,lone,100.0,500,69.307,27.12,0,500,150,100,0.005,
230297,11101111,NAND,0,1,1,58317,defector,87.5,500,99.402,125.933,0,500,150,100,0.005,
230298,10111110,XOR,1,0,1,58324,cooperator,87.5,500,18.407,0.642,0,500,150,100,0.005,
230299,00110001,AND,1,0,1,58320,cooperator,15.09,500,0.64,130.481,0,500,150,100,0.005,
230300,00001110,AND,0,0,0,-1,lone,100.0,500,13.733,0.134,0,500,150,100,0.005,
230301,10110011,XOR,1,0,1,58320,cooperator,15.09,500,15.093,149.63,0,500,150,100,0.005,
230302,10110110,XOR,1,0,1,58330,cooperator,87.5,500,28.428,9.1,0,500,150,100,0.005,
230303,01011100,OR,1,0,1,58325,cooperator,217.775,500,149.367,0.286,0,500,150,100,0.005,
230304,01001000,OR,0,0,0,-1,lone,100.0,500,67.155,0.101,0,500,150,100,0.005,
230305,11101001,NAND,0,1,1,58331,defector,87.5,500,57.808,0.051,0,500,150,100,0.005,
230306,10000101,XOR,0,0,0,-1,lone,100.0,500,125.38,145.617,0,500,150,100,0.005,
230307,01100000,OR,0,1,1,58340,defector,87.5,500,48.819,143.553,0,500,150,100,0.005,
230308,11011001,NAND,1,0,1,58333,cooperator,87.5,500,13.445,149.758,0,500,150,100,0.005,
230309,10100100,XOR,0,1,1,58320,defector,50.8817,500,8.087,149.964,0,500,150,100,0.005,
230310,11011101,NAND,1,0,1,58332,cooperator,87.5,500,149.573,52.256,0,500,150,100,0.005,
230311,10111111,XOR,1,0,1,58317,cooperator,87.5,500,126.174,138.986,0,500,150,100,0.005,
230312,00000000,AND,0,0,0,-1,lone,100.0,500,65.062,5.41,0,500,150,100,0.005,
230313,10001011,XOR,0,0,0,-1,lone,100.0,500,0.02,148.855,0,500,150,100,0.005,
230314,01110000,OR,1,0,1,58340,cooperator,87.5,500,38.347,149.493,0,500,150,100,0.005,
230315,01001010,OR,0,0,0,-1,lone,100.0,500,63.133,16.083,0,500,150,100,0.005,
230316,11000011,NAND,0,0,0,-1,lone,100.0,500,149.674,136.799,0,500,150,100,0.005,
230317,10111100,XOR,1,0,1,58336,cooperator,87.5,500,6.752,0.283,0,500,150,100,0.005,
230318,11111011,NAND,1,0,1,58335,cooperator,87.5,500,0.737,0.291,0,500,150,100,0.005,
230319,10010110,XOR,1,0,1,58328,cooperator,87.5,500,75.54,0.934,0,500,150,100,0.005,
230320,01010010,OR,1,0,1,58335,cooperator,87.5,500,0.25,2.836,0,500,150,100,0.005,
230321,11000000,NAND,0,0,0,-1,lone,100.0,500,0.21,62.205,0,500,150,100,0.005,
230323,11011110,NAND,1,0,1,58331,cooperator,87.5,500,48.593,0.548,0,500,150,100,0.005,
230324,00000000,AND,0,0,0,-1,lone,100.0,500,85.96,0.134,0,500,150,100,0.005,
230325,01011101,OR,1,0,1,58331,cooperator,87.5,500,46.618,0.768,0,500,150,100,0.005,
230326,00100110,AND,0,1,1,58338,defector,87.5,500,98.825,22.691,0,500,150,100,0.005,
230327,10001001,XOR,0,0,0,-1,lone,100.0,500,0.357,0.025,0,500,150,100,0.005,
230328,10001010,XOR,0,0,0,-1,lone,100.0,500,65.075,0.35,0,500,150,100,0.005,
230329,00011011,AND,1,0,1,58327,cooperator,66.675,500,95.256,1.054,0,500,150,100,0.005,
230330,00110000,AND,1,0,1,58341,cooperator,393.275,473,137.599,40.044,0,500,150,100,0.005,
230331,10110000,XOR,1,0,1,58341,cooperator,393.275,473,109.741,0.154,0,500,150,100,0.005,
230332,00110000,AND,1,0,1,58342,cooperator,163.4875,451,78.684,116.314,0,500,150,100,0.005,
230333,10110000,XOR,1,0,1,58342,cooperator,163.4875,451,90.047,149.894,0,500,150,100,0.005,
230334,01110000,OR,1,0,1,58342,cooperator,163.4875,451,71.104,100.666,0,500,150,100,0.005,
230335,11110011,NAND,1,0,1,58342,cooperator,163.4875,451,96.824,113.294,0,500,150,100,0.005,
230336,10110000,XOR,1,0,1,58343,cooperator,78.225,447,75.022,76.834,0,500,150,100,0.005,
230337,01110000,OR,1,0,1,58343,cooperator,78.225,447,69.327,91.115,0,500,150,100,0.005,
230338,00110000,AND,1,0,1,58343,cooperator,78.225,447,63.001,98.458,0,500,150,100,0.005,
230339,11110000,NAND,1,0,1,58343,cooperator,78.225,447,58.379,89.443,0,500,150,100,0.005,
230340,10110101,XOR,1,0,1,58343,cooperator,78.225,447,55.969,87.101,0,500,150,100,0.005,
230341,01110111,OR,1,0,1,58343,cooperator,78.225,447,69.836,60.336,0,500,150,100,0.005,
230342,10110000,XOR,1,0,1,58344,cooperator,86.525,443,96.683,0.515,0,500,150,100,0.005,
230343,00110000,AND,1,0,1,58344,cooperator,86.525,443,71.592,0.511,0,500,150,100,0.005,
230344,01110000,OR,1,0,1,58345,cooperator,198.9,442,0.469,119.714,0,500,150,100,0.005,
230345,00110000,AND,1,0,1,58345,cooperator,198.9,442,20.931,149.318,0,500,150,100,0.005,
230346,10111011,XOR,1,0,1,58345,cooperator,198.9,442,17.121,84.707,0,500,150,100,0.005,
230347,00110000,AND,1,0,1,58346,cooperator,174.5,410,93.979,16.723,0,500,150,100,0.005,
230348,10110000,XOR,1,0,1,58346,cooperator,174.5,410,84.095,0.435,0,500,150,100,0.005,
230349,11110000,NAND,1,0,1,58347,cooperator,13.32,404,0.958,106.325,0,500,150,100,0.005,
230350,01110000,OR,1,0,1,58347,cooperator,13.32,404,14.634,133.466,0,500,150,100,0.005,
230351,10100100,XOR,0,1,1,58347,defector,53.72,404,20.373,130.863,0,500,150,100,0.005,
230352,10110011,XOR,1,0,1,58347,cooperator,13.32,404,0.863,127.49,0,500,150,100,0.005,
230353,00110001,AND,1,0,1,58347,cooperator,13.32,404,0.796,131.938,0,500,150,100,0.005,
230354,10110000,XOR,1,0,1,58348,cooperator,68.6,392,80.202,0.59,0,500,150,100,0.005,
230355,00110000,AND,1,0,1,58348,cooperator,68.6,392,76.884,0.175,0,500,150,100,0.005,
230356,01110000,OR,1,0,1,58349,cooperator,149.225,386,30.889,145.304,0,500,150,100,0.005,
230357,00110000,AND,1,0,1,58349,cooperator,149.225,386,13.628,138.177,0,500,150,100,0.005,
230358,10111011,XOR,1,0,1,58349,cooperator,149.225,386,22.118,121.247,0,500,150,100,0.005,
230359,00110000,AND,1,0,1,58350,cooperator,138.8375,383,105.841,142.002,0,500,150,100,0.005,
230360,10110000,XOR,1,0,1,58350,cooperator,138.8375,383,52.744,142.658,0,500,150,100,0.005,
230361,01110000,OR,1,0,1,58350,cooperator,138.8375,383,58.164,105.561,0,500,150,100,0.005,
230362,11110011,NAND,1,0,1,58350,cooperator,138.8375,383,132.159,149.239,0,500,150,100,0.005,
230363,00110000,AND,1,0,1,58351,cooperator,137.75,380,128.09,100.449,0,500,150,100,0.005,
230364,10110000,XOR,1,0,1,58351,cooperator,137.75,380,148.579,126.932,0,500,150,100,0.005,
230365,01110000,OR,1,0,1,58351,cooperator,137.75,380,122.541,109.471,0,500,150,100,0.005,
230366,11110011,NAND,1,0,1,58351,cooperator,137.75,380,120.114,95.305,0,500,150,100,0.005,
230367,11110000,NAND,1,0,1,58352,cooperator,65.1,372,69.569,0.775,0,500,150,100,0.005,
230368,00011011,AND,1,0,1,58352,cooperator,65.1,372,67.952,0.137,0,500,150,100,0.005,
230369,01110000,OR,1,0,1,58353,cooperator,166.95,371,7.074,53.788,0,500,150,100,0.005,
230370,00110000,AND,1,0,1,58353,cooperator,166.95,371,0.361,58.762,0,500,150,100,0.005,
230371,10111011,XOR,1,0,1,58353,cooperator,166.95,371,0.712,43.99,0,500,150,100,0.005,
230372,11110000,NAND,1,0,1,58354,cooperator,63.875,365,64.509,14.339,0,500,150,100,0.005,
230373,00111100,AND,1,0,1,58354,cooperator,63.875,365,71.211,6.738,0,500,150,100,0.005,
230374,10110000,XOR,1,0,1,58355,cooperator,62.3,356,97.568,81.347,0,500,150,100,0.005,
230375,01110000,OR,1,0,1,58355,cooperator,62.3,356,93.259,65.199,0,500,150,100,0.005,
230376,00110000,AND,1,0,1,58355,cooperator,62.3,356,77.38,77.308,0,500,150,100,0.005,
230377,11110000,NAND,1,0,1,58355,cooperator,62.3,356,84.211,72.458,0,500,150,100,0.005,
230378,10110101,XOR,1,0,1,58355,cooperator,62.3,356,68.553,80.992,0,500,150,100,0.005,
230379,11110111,NAND,1,0,1,58355,cooperator,62.3,356,90.479,53.948,0,500,150,100,0.005,
230380,00110000,AND,1,0,1,58356,cooperator,173.75,353,149.562,13.186,0,500,150,100,0.005,
230381,10110000,XOR,1,0,1,58356,cooperator,173.75,353,87.376,0.229,0,500,150,100,0.005,
230382,01011100,OR,1,0,1,58356,cooperator,173.75,353,102.82,0.621,0,500,150,100,0.005,
230383,00110000,AND,1,0,1,58357,cooperator,110.1,342,128.805,33.213,0,500,150,100,0.005,
230384,10110000,XOR,1,0,1,58357,cooperator,110.1,342,99.354,19.055,0,500,150,100,0.005,
230386,01110000,OR,1,0,1,58358,cooperator,147.075,336,38.989,144.472,0,500,150,100,0.005,
230387,00110000,AND,1,0,1,58358,cooperator,147.075,336,33.272,116.676,0,500,150,100,0.005,
230388,10111011,XOR,1,0,1,58358,cooperator,147.075,336,58.083,115.479,0,500,150,100,0.005,
230389,00110000,AND,1,0,1,58359,cooperator,126.925,331,85.321,0.919,0,500,150,100,0.005,
230390,10110000,XOR,1,0,1,58359,cooperator,126.925,331,73.647,0.801,0,500,150,100,0.005,
230391,00110000,AND,1,0,1,58360,cooperator,119.625,330,112.279,95.661,0,500,150,100,0.005,
230392,10110000,XOR,1,0,1,58360,cooperator,119.625,330,114.484,92.08,0,500,150,100,0.005,
230393,01110000,OR,1,0,1,58360,cooperator,119.625,330,106.505,93.189,0,500,150,100,0.005,
230394,11110011,NAND,1,0,1,58360,cooperator,119.625,330,119.347,104.638,0,500,150,100,0.005,
230395,10110000,XOR,1,0,1,58361,cooperator,57.575,329,91.447,0.446,0,500,150,100,0.005,
230396,00110000,AND,1,0,1,58361,cooperator,57.575,329,78.151,11.613,0,500,150,100,0.005,
230397,10110000,XOR,1,0,1,58362,cooperator,57.4,328,60.536,14.57,0,500,150,100,0.005,
230398,01110000,OR,1,0,1,58362,cooperator,57.4,328,54.677,16.983,0,500,150,100,0.005,
230399,00110000,AND,1,0,1,58362,cooperator,57.4,328,55.303,33.44,0,500,150,100,0.005,
230400,11110000,NAND,1,0,1,58362,cooperator,57.4,328,56.285,0.873,0,500,150,100,0.005,
230401,10110101,XOR,1,0,1,58362,cooperator,57.4,328,47.596,14.412,0,500,150,100,0.005,
230402,01110111,OR,1,0,1,58362,cooperator,57.4,328,63.24,11.611,0,500,150,100,0.005,
230403,00110000,AND,1,0,1,58363,cooperator,117.45,324,135.918,80.281,0,500,150,100,0.005,
230404,10010000,XOR,1,0,1,58363,cooperator,117.45,324,149.07,101.368,0,500,150,100,0.005,
230405,01110000,OR,1,0,1,58363,cooperator,117.45,324,122.233,89.029,0,500,150,100,0.005,
230406,10110011,XOR,1,0,1,58363,cooperator,117.45,324,134.704,62.734,0,500,150,100,0.005,
230407,00110000,AND,1,0,1,58364,cooperator,116.725,322,73.708,141.028,0,500,150,100,0.005,
230408,10110000,XOR,1,0,1,58364,cooperator,116.725,322,58.196,142.02,0,500,150,100,0.005,
230409,01110000,OR,1,0,1,58364,cooperator,116.725,322,54.798,121.199,0,500,150,100,0.005,
230410,11110011,NAND,1,0,1,58364,cooperator,116.725,322,66.689,118.274,0,500,150,100,0.005,
230411,01110000,OR,1,0,1,58365,cooperator,144.45,321,10.364,24.385,0,500,150,100,0.005,
230412,00110000,AND,1,0,1,58365,cooperator,144.45,321,0.282,36.51,0,500,150,100,0.005,
230413,10111011,XOR,1,0,1,58365,cooperator,144.45,321,0.143,16.003,0,500,150,100,0.005,
230414,01110000,OR,1,0,1,58366,cooperator,55.475,317,83.537,149.173,0,500,150,100,0.005,
230415,10110000,XOR,1,0,1,58366,cooperator,55.475,317,114.557,149.969,0,500,150,100,0.005,
230416,01110000,OR,1,0,1,58366,cooperator,55.475,317,96.922,149.664,0,500,150,100,0.005,
230417,11110011,NAND,1,0,1,58366,cooperator,55.475,317,104.208,138.802,0,500,150,100,0.005,
230418,01110000,OR,1,0,1,58367,cooperator,141.3,314,21.298,107.758,0,500,150,100,0.005,
230419,00110000,AND,1,0,1,58367,cooperator,141.3,314,29.437,119.143,0,500,150,100,0.005,
230420,10111011,XOR,1,0,1,58367,cooperator,141.3,314,24.576,113.028,0,500,150,100,0.005,
230421,01110000,OR,1,0,1,58368,cooperator,137.7,306,2.706,38.874,0,500,150,100,0.005,
230422,00110000,AND,1,0,1,58368,cooperator,137.7,306,0.533,67.141,0,500,150,100,0.005,
230423,10111011,XOR,1,0,1,58368,cooperator,137.7,306,0.118,57.996,0,500,150,100,0.005,
230424,11110000,NAND,1,0,1,58369,cooperator,9.03,301,9.313,80.36,0,500,150,100,0.005,
230425,01110000,OR,1,0,1,58369,cooperator,9.03,301,0.697,95.169,0,500,150,100,0.005,
230426,10100100,XOR,0,1,1,58369,defector,39.13,301,0.308,80.023,0,500,150,100,0.005,
230427,10110011,XOR,1,0,1,58369,cooperator,9.03,301,1.826,74.704,0,500,150,100,0.005,
230428,00110001,AND,1,0,1,58369,cooperator,9.03,301,0.93,70.349,0,500,150,100,0.005,
230429,00110000,AND,1,0,1,58370,cooperator,144.5,298,122.2,0.15,0,500,150,100,0.005,
230430,10110000,XOR,1,0,1,58370,cooperator,144.5,298,89.192,1.159,0,500,150,100,0.005,
230431,01011100,OR,1,0,1,58370,cooperator,144.5,298,109.083,1.077,0,500,150,100,0.005,
230432,10110000,XOR,1,0,1,58371,cooperator,52.15,298,88.342,24.092,0,500,150,100,0.005,
230433,01110000,OR,1,0,1,58371,cooperator,52.15,298,84.999,22.168,0,500,150,100,0.005,
230434,00110000,AND,1,0,1,58371,cooperator,52.15,298,92.996,35.227,0,500,150,100,0.005,
230435,11110000,NAND,1,0,1,58371,cooperator,52.15,298,100.375,26.333,0,500,150,100,0.005,
230436,10110101,XOR,1,0,1,58371,cooperator,52.15,298,84.516,9.54,0,500,150,100,0.005,
230437,01110111,OR,1,0,1,58371,cooperator,52.15,298,80.381,14.372,0,500,150,100,0.005,
230438,00110000,AND,1,0,1,58372,cooperator,14.8,296,149.592,148.288,0,500,150,100,0.005,
230439,10110000,XOR,1,0,1,58372,cooperator,14.8,296,138.013,149.657,0,500,150,100,0.005,
230440,01111100,OR,1,0,1,58372,cooperator,14.8,296,149.351,133.781,0,500,150,100,0.005,
230441,00110000,AND,1,0,1,58373,cooperator,144.5,296,95.203,12.05,0,500,150,100,0.005,
230442,10110000,XOR,1,0,1,58373,cooperator,144.5,296,116.462,31.853,0,500,150,100,0.005,
230443,01011100,OR,1,0,1,58373,cooperator,144.5,296,98.297,0.609,0,500,150,100,0.005,
230444,00110000,AND,1,0,1,58374,cooperator,85.425,291,122.064,41.891,0,500,150,100,0.005,
230445,10010000,XOR,1,0,1,58374,cooperator,85.425,291,87.407,16.911,0,500,150,100,0.005,
230446,00110000,AND,1,0,1,58375,cooperator,109.575,279,103.438,25.219,0,500,150,100,0.005,
230447,10110000,XOR,1,0,1,58375,cooperator,109.575,279,84.996,4.913,0,500,150,100,0.005,
230448,10110000,XOR,1,0,1,58376,cooperator,48.825,279,114.765,57.432,0,500,150,100,0.005,
230449,01110000,OR,1,0,1,58376,cooperator,48.825,279,128.22,53.499,0,500,150,100,0.005,
230450,00110000,AND,1,0,1,58376,cooperator,48.825,279,125.364,66.95,0,500,150,100,0.005,
230451,11110000,NAND,1,0,1,58376,cooperator,48.825,279,113.197,41.568,0,500,150,100,0.005,
230452,10110100,XOR,1,0,1,58376,cooperator,48.825,279,125.546,44.535,0,500,150,100,0.005,
230453,11110111,NAND,1,0,1,58376,cooperator,48.825,279,123.706,57.565,0,500,150,100,0.005,
230454,10110000,XOR,1,0,1,58377,cooperator,48.3,276,71.706,63.729,0,500,150,100,0.005,
230455,01110000,OR,1,0,1,58377,cooperator,48.3,276,68.71,96.484,0,500,150,100,0.005,
230456,00110000,AND,1,0,1,58377,cooperator,48.3,276,53.109,89.119,0,500,150,100,0.005,
230457,11110000,NAND,1,0,1,58377,cooperator,48.3,276,60.435,90.364,0,500,150,100,0.005,
230458,10110101,XOR,1,0,1,58377,cooperator,48.3,276,50.721,63.163,0,500,150,100,0.005,
230459,01110111,OR,1,0,1,58377,cooperator,48.3,276,54.461,73.651,0,500,150,100,0.005,
230460,00110000,AND,1,0,1,58378,cooperator,98.6,272,89.298,113.067,0,500,150,100,0.005,
230461,10110000,XOR,1,0,1,58378,cooperator,98.6,272,71.156,95.115,0,500,150,100,0.005,
230462,01110000,OR,1,0,1,58378,cooperator,98.6,272,62.92,94.22,0,500,150,100,0.005,
230463,11110011,NAND,1,0,1,58378,cooperator,98.6,272,77.49,101.243,0,500,150,100,0.005,
230464,10110000,XOR,1,0,1,58379,cooperator,47.25,270,28.354,51.491,0,500,150,100,0.005,
230465,01110001,OR,1,0,1,58379,cooperator,47.25,270,24.67,70.969,0,500,150,100,0.005,
230466,00110000,AND,1,0,1,58379,cooperator,47.25,270,22.255,75.113,0,500,150,100,0.005,
230467,11110000,NAND,1,0,1,58379,cooperator,47.25,270,0.181,63.003,0,500,150,100,0.005,
230468,10110101,XOR,1,0,1,58379,cooperator,47.25,270,9.753,66.584,0,500,150,100,0.005,
230469,01110111,OR,1,0,1,58379,cooperator,47.25,270,16.352,45.167,0,500,150,100,0.005,
230470,00110000,AND,1,0,1,58380,cooperator,97.5125,269,87.232,125.325,0,500,150,100,0.005,
230471,10110000,XOR,1,0,1,58380,cooperator,97.5125,269,92.555,137.49,0,500,150,100,0.005,
230472,01110000,OR,1,0,1,58380,cooperator,97.5125,269,64.425,144.01,0,500,150,100,0.005,
230473,11110011,NAND,1,0,1,58380,cooperator,97.5125,269,100.066,104.198,0,500,150,100,0.005,
230474,01110000,OR,1,0,1,58381,cooperator,89.25,268,27.376,133.382,0,500,150,100,0.005,
230475,00110000,AND,1,0,1,58381,cooperator,89.25,268,16.125,136.496,0,500,150,100,0.005,
230476,10111011,XOR,1,0,1,58381,cooperator,89.25,268,31.23,124.207,0,500,150,100,0.005,
230477,00110000,AND,1,0,1,58382,cooperator,96.7875,267,74.013,149.778,0,500,150,100,0.005,
230478,10110000,XOR,1,0,1,58382,cooperator,96.7875,267,80.871,143.868,0,500,150,100,0.005,
230479,01110000,OR,1,0,1,58382,cooperator,96.7875,267,66.468,149.011,0,500,150,100,0.005,
230480,11110011,NAND,1,0,1,58382,cooperator,96.7875,267,87.117,148.648,0,500,150,100,0.005,
230481,00110000,AND,1,0,1,58383,cooperator,245.125,265,149.405,37.657,0,500,150,100,0.005,
230482,10110000,XOR,1,0,1,58383,cooperator,245.125,265,105.431,12.194,0,500,150,100,0.005,
230483,01110000,OR,1,0,1,58384,cooperator,118.8,264,0.14,74.206,0,500,150,100,0.005,
230484,00110000,AND,1,0,1,58384,cooperator,118.8,264,0.312,76.921,0,500,150,100,0.005,
230485,10111011,XOR,1,0,1,58384,cooperator,118.8,264,0.413,53.056,0,500,150,100,0.005,
230486,00110000,AND,1,0,1,58385,cooperator,95.7,264,124.298,80.461,0,500,150,100,0.005,
230487,10010000,XOR,1,0,1,58385,cooperator,95.7,264,149.455,93.855,0,500,150,100,0.005,
230488,01110000,OR,1,0,1,58385,cooperator,95.7,264,132.506,71.226,0,500,150,100,0.005,
230489,10110011,XOR,1,0,1,58385,cooperator,95.7,264,140.936,61.417,0,500,150,100,0.005,
230490,01110000,OR,1,0,1,58386,cooperator,84.25,263,34.603,118.031,0,500,150,100,0.005,
230491,00110000,AND,1,0,1,58386,cooperator,84.25,263,12.914,128.693,0,500,150,100,0.005,
230492,10111011,XOR,1,0,1,58386,cooperator,84.25,263,41.857,149.63,0,500,150,100,0.005,
230493,01110000,OR,1,0,1,58387,cooperator,117.45,261,33.104,19.844,0,500,150,100,0.005,
230494,00110000,AND,1,0,1,58387,cooperator,117.45,261,21.216,33.863,0,500,150,100,0.005,
230495,10111011,XOR,1,0,1,58387,cooperator,117.45,261,28.327,18.271,0,500,150,100,0.005,
230496,00110000,AND,1,0,1,58388,cooperator,94.25,260,149.782,99.369,0,500,150,100,0.005,
230497,10110000,XOR,1,0,1,58388,cooperator,94.25,260,123.697,118.389,0,500,150,100,0.005,
230498,01110000,OR,1,0,1,58388,cooperator,94.25,260,119.533,106.914,0,500,150,100,0.005,
230499,11110011,NAND,1,0,1,58388,cooperator,94.25,260,130.343,95.428,0,500,150,100,0.005,
230500,01110000,OR,1,0,1,58389,cooperator,113.85,253,5.835,25.737,0,500,150,100,0.005,
230501,00110000,AND,1,0,1,58389,cooperator,113.85,253,0.912,39.084,0,500,150,100,0.005,
230502,10111011,XOR,1,0,1,58389,cooperator,113.85,253,9.57,0.288,0,500,150,100,0.005,
230503,01110000,OR,1,0,1,58390,cooperator,113.4,252,14.792,34.037,0,500,150,100,0.005,
230504,00110000,AND,1,0,1,58390,cooperator,113.4,252,5.041,47.421,0,500,150,100,0.005,
230505,10111011,XOR,1,0,1,58390,cooperator,113.4,252,0.354,23.37,0,500,150,100,0.005,
230506,00110000,AND,1,0,1,58391,cooperator,89.175,246,111.563,142.791,0,500,150,100,0.005,
230507,10110000,XOR,1,0,1,58391,cooperator,89.175,246,101.847,149.484,0,500,150,100,0.005,
