mutation_rate,task_flip_period,multicellular_pct
0.00031622776601683794,7,0.43273778488346043
0.00031622776601683794,10,0.43427452327730925
0.00031622776601683794,13,0.4504216825457408
0.00031622776601683794,17,0.4836289942918878
0.00031622776601683794,22,0.5149607869079603
0.00031622776601683794,28,0.5530343319458781
0.00031622776601683794,37,0.5533432007508216
0.00031622776601683794,48,0.5834650150532049
0.00031622776601683794,62,0.5620601312267979
0.00031622776601683794,81,0.578424143384953
0.00031622776601683794,105,0.5511247635021973
0.00031622776601683794,136,0.5928327387263659
0.00031622776601683794,177,0.5797887426578437
0.00031622776601683794,229,0.5499559684650772
0.00031622776601683794,297,0.5765902321906151
0.00031622776601683794,385,0.5855415989433904
0.00031622776601683794,499,0.5744379733393409
0.0005623413251903491,1,0.43290120040719565
0.0005623413251903491,2,0.4309832524051595
0.0005623413251903491,3,0.43160006647101173
0.0005623413251903491,4,0.4217030354765694
0.0005623413251903491,6,0.4226458414074183
0.0005623413251903491,7,0.4420663812143948
0.0005623413251903491,10,0.4408925221978069
0.0005623413251903491,13,0.4703115001298841
0.0005623413251903491,17,0.51402477259076
0.0005623413251903491,22,0.50597805716781
0.0005623413251903491,28,0.5372863306360401
0.0005623413251903491,37,0.5633965469895088
0.0005623413251903491,48,0.5753398640482738
0.0005623413251903491,62,0.5498390889076367
0.0005623413251903491,81,0.5739610963748895
0.0005623413251903491,105,0.5603221863245521
0.0005623413251903491,136,0.5918944935644835
0.0005623413251903491,177,0.5678357449614452
0.0005623413251903491,229,0.5744800597986194
0.0005623413251903491,297,0.5895958597527637
0.0005623413251903491,385,0.5776841965931641
0.0005623413251903491,499,0.6038038628810715
0.001,1,0.42505560072787407
0.001,2,0.4339980316223817
0.001,3,0.42108259974040824
0.001,4,0.4323178166143953
0.001,6,0.4101351437252883
0.001,7,0.41742407498639683
0.001,10,0.4305007300297505
0.001,13,0.4757800196074924
0.001,17,0.5000269801436893
0.001,22,0.5251141372905694
0.001,28,0.5346316999743426
0.001,37,0.543331422990503
0.001,48,0.6087859864080627
0.001,62,0.5575921605598367
0.001,81,0.592820272733801
0.001,105,0.5443420913034173
0.001,136,0.5784969357789209
0.001,177,0.585921451918713
0.001,229,0.566774748855534
0.001,297,0.5761024402815964
0.001,385,0.546783759324506
0.001,499,0.5719817878825159
0.0017782794100389228,1,0.4254656071285696
0.0017782794100389228,2,0.4337869146914224
0.0017782794100389228,3,0.4263165106125734
0.0017782794100389228,4,0.42205527120187747
0.0017782794100389228,6,0.40581966216650117
0.0017782794100389228,7,0.42730101185832137
0.0017782794100389228,10,0.4322290852920028
0.0017782794100389228,13,0.4738792100077618
0.0017782794100389228,17,0.48278213112453366
0.0017782794100389228,22,0.514629901272959
0.0017782794100389228,28,0.5410365057921903
0.0017782794100389228,37,0.5206960778368712
0.0017782794100389228,48,0.5568849738286735
0.0017782794100389228,62,0.5817694300910214
0.0017782794100389228,81,0.5805098507279717
0.0017782794100389228,105,0.5250263599398505
0.0017782794100389228,136,0.573577557159199
0.0017782794100389228,177,0.5677279325032208
0.0017782794100389228,229,0.5670663545094069
0.0017782794100389228,297,0.5811098545443415
0.0017782794100389228,385,0.5780078339916299
0.0017782794100389228,499,0.5693414481928389
0.0031622776601683794,1,0.4199825005724911
0.0031622776601683794,2,0.42429064574832154
0.0031622776601683794,3,0.42487220537018316
0.0031622776601683794,4,0.4081146409582814
