tick,total_cells,lone_cells,clustered_cells,num_clusters,avg_cluster_size,cooperators,defectors,cooperator_pct,defector_pct,coop_genome_pct,mean_fitness,multi_advantage,coop_advantage,coop_rate_clustered,def_rate_clustered,coop_rate_lone,def_rate_lone,cluster_rate,lone_rate,seed,ticks,grid_size,initial_cells,mutation_rate,task_flip_period,coop_reward_scale,task_alpha,coop_cost
50,109,47,62,20,3.1,52,9,47.706422018348626,8.256880733944953,66.97247706422019,9.23229357798165,-0.027530485511260555,0.007418929110105554,0.18241892911010554,0.175,0.23410364145658272,0.1884615384615384,0.18132433301189332,0.20885481852315388,0,500,250,100,0.1,,,,
100,121,52,69,26,2.6538461538461537,57,11,47.107438016528924,9.090909090909092,67.76859504132231,16.85210743801654,0.009643439189120362,0.03918814319105032,0.21418814319105053,0.1750000000000002,0.20826732673267337,0.18888888888888886,0.2078488847336748,0.19820544554455444,0,500,250,100,0.1,,,,
150,149,57,92,34,2.7058823529411766,76,15,51.006711409395976,10.06711409395973,69.12751677852349,21.731912751677864,0.009704202249139676,0.027734066300088178,0.20273406630008842,0.17500000000000024,0.2004809208451594,0.17763796909492277,0.19816251690996398,0.1884583146608243,0,500,250,100,0.1,,,,
200,194,63,131,51,2.5686274509803924,105,24,54.123711340206185,12.371134020618557,66.49484536082474,22.193195876288677,0.03443268197294119,0.02398152391378114,0.19317721213932026,0.16919568822553913,0.1557439357370281,0.15338372241357318,0.18871553327164006,0.15428285129869887,0,500,250,100,0.1,,,,
250,244,65,179,73,2.452054794520548,140,34,57.377049180327866,13.934426229508198,66.80327868852459,25.037725409836064,0.03669241742258242,0.026971918781829307,0.19869092510946,0.17171900632763068,0.15674351025005331,0.1567197117419307,0.1934205501750796,0.15672813275249717,0,500,250,100,0.1,,,,
300,296,66,230,93,2.4731182795698925,175,47,59.12162162162162,15.878378378378379,66.55405405405405,28.34494932432432,0.02916400607034214,0.02136805355967966,0.1904303989332571,0.16906234537357745,0.1649859868240867,0.15262079508972823,0.18590653173818983,0.1567425256678477,0,500,250,100,0.1,,,,
350,357,56,301,125,2.408,225,68,63.02521008403362,19.047619047619047,67.50700280112045,30.291750700280097,0.026861741252157206,0.02644676700423021,0.18973363843529525,0.16328687143106504,0.17698284939092232,0.14863457357373527,0.1835958222022316,0.1567340809500744,0,500,250,100,0.1,,,,
400,419,50,369,162,2.2777777777777777,278,80,66.34844868735084,19.09307875894988,69.21241050119332,33.93903341288781,0.019020111977265247,0.017462316492184132,0.18445041710828675,0.1669881006161026,0.1759300959618597,0.1569801164087326,0.18054822347874838,0.16152811150148313,0,500,250,100,0.1,,,,
450,511,46,465,206,2.2572815533980584,354,94,69.27592954990216,18.395303326810176,70.0587084148728,35.477700587084115,0.01799553002880519,0.014550279860110926,0.18271554121488093,0.16816526135477,0.1709672955974833,0.16078131306849697,0.17966258070851834,0.16166705067971315,0,500,250,100,0.1,,,,
0,100,62,38,13,2.923076923076923,37,1,37.0,1.0,74.0,0.17925000000000002,-0.033382852292020454,-0.016891891891891858,0.15810810810810816,0.17500000000000002,0.1966216216216216,0.185,0.1585526315789474,0.19193548387096784,1,500,250,100,0.1,,,,
50,101,50,51,16,3.1875,43,8,42.57425742574257,7.920792079207921,74.25742574257426,9.972772277227724,0.03468819684736646,0.07139762881896947,0.24639762881896946,0.175,0.207046568627451,0.1888888888888888,0.23519800076893507,0.2005098039215686,1,500,250,100,0.1,,,,
100,118,50,68,21,3.238095238095238,56,11,47.45762711864407,9.322033898305085,73.72881355932203,18.260593220338993,0.03263158807769165,0.059262191747124965,0.23426219174712518,0.1750000000000002,0.19419514532098403,0.18815789473684202,0.2245325781767017,0.19190099009901004,1,500,250,100,0.1,,,,
150,143,55,88,28,3.142857142857143,69,17,48.25174825174825,11.888111888111888,72.02797202797203,23.34195804195806,0.04378819381245072,0.05641376331701686,0.2314137633170171,0.17500000000000024,0.17946857550967432,0.1716256701356039,0.2202622054520254,0.17647401163957468,1,500,250,100,0.1,,,,
