tick,total_cells,lone_cells,clustered_cells,num_clusters,avg_cluster_size,cooperators,defectors,cooperator_pct,defector_pct,coop_genome_pct,mean_fitness,multi_advantage,coop_advantage,coop_rate_clustered,def_rate_clustered,coop_rate_lone,def_rate_lone,cluster_rate,lone_rate,seed,ticks,grid_size,initial_cells,mutation_rate,task_flip_period,coop_reward_scale,task_alpha
0,100,62,38,13,2.923076923076923,38,0,38.0,0.0,72.0,0.26125,0.21105687606112072,0.3921052631578949,0.3921052631578949,0.0,0.17500000000000002,0.18839285714285717,0.3921052631578949,0.18104838709677418,1,500,250,100,0.005,,,0.01
50,108,48,60,21,2.857142857142857,54,6,50.0,5.555555555555555,74.07407407407408,11.772453703703704,0.1375469771241832,0.1590050835148876,0.33625998547567193,0.17725490196078433,0.17499999999999996,0.19204545454545444,0.32035947712418317,0.18281249999999996,1,500,250,100,0.005,,,0.01
100,139,48,91,29,3.1379310344827585,84,7,60.431654676258994,5.0359712230215825,79.13669064748201,20.973741007194246,0.14919979463605684,0.16556871758604405,0.3447483498349835,0.17917963224893943,0.17500000000000038,0.19204545454545438,0.33201229463605697,0.18281250000000013,1,500,250,100,0.005,,,0.01
150,190,48,142,42,3.380952380952381,134,8,70.52631578947368,4.2105263157894735,84.21052631578948,27.388026315789475,0.1585036085719613,0.17035040031629894,0.350913314223584,0.18056291390728507,0.17500000000000046,0.19204545454545432,0.3413161085719615,0.18281250000000018,1,500,250,100,0.005,,,0.01
200,261,50,211,62,3.403225806451613,198,13,75.86206896551724,4.980842911877395,85.44061302681992,32.19731800766282,0.19235734832944246,0.21731451522496262,0.3743160460324637,0.1570015308075011,0.17500000000000018,0.1621393034825872,0.3609270000707362,0.16856965174129374,1,500,250,100,0.005,,,0.01
250,379,47,332,96,3.4583333333333335,316,16,83.37730870712402,4.221635883905013,89.1820580474934,35.766358839050106,0.1874555557685825,0.20162145004561716,0.36828355163924265,0.1666621015936255,0.17499999999999966,0.167689243027889,0.358566855251502,0.1711112994829195,1,500,250,100,0.005,,,0.01
300,554,38,516,142,3.6338028169014085,492,24,88.8086642599278,4.332129963898917,91.51624548736461,38.66447653429601,0.1791102261841941,0.1964366242355581,0.3608753323297894,0.1644387080942313,0.17499999999999924,0.1710819009100109,0.35173874515604253,0.17262851897184844,1,500,250,100,0.005,,,0.01
350,879,20,859,231,3.7186147186147185,814,45,92.6052332195677,5.1194539249146755,93.06029579067122,37.88312286689418,0.15358998211035327,0.19472258870167594,0.35754081620997613,0.1628182275083002,0.1749999999999989,0.1984375000000012,0.34733998211035405,0.19375000000000078,1,500,250,100,0.005,,,0.01
400,1391,15,1376,371,3.7088948787061993,1307,69,93.96117900790799,4.960460100647016,93.96117900790799,37.4673451781863,0.145611247244782,0.1929703234057243,0.3552878114271927,0.1623174880214684,0.0,0.20000000000000148,0.3456112472447835,0.20000000000000148,1,500,250,100,0.005,,,0.01
450,2117,15,2102,571,3.681260945709282,2012,90,95.04015115729807,4.251299008030231,95.04015115729807,38.732592280180846,0.15834425330221633,0.1960614074391084,0.36673889015736527,0.17067748271825686,0.0,0.2000000000000016,0.3583442533022179,0.2000000000000016,1,500,250,100,0.005,,,0.01
