tick,total_cells,lone_cells,clustered_cells,num_clusters,avg_cluster_size,cooperators,defectors,cooperator_pct,defector_pct,coop_genome_pct,mean_fitness,multi_advantage,coop_advantage,coop_rate_clustered,def_rate_clustered,coop_rate_lone,def_rate_lone,cluster_rate,lone_rate,seed,ticks,grid_size,initial_cells,mutation_rate,task_flip_period,coop_reward_scale,task_alpha
150,167,46,121,33,3.6666666666666665,119,2,71.25748502994011,1.1976047904191616,83.83233532934132,25.451347305389234,0.10400260093805092,0.11348711670098441,0.28848711670098487,0.17500000000000046,0.1750000000000004,0.18899999999999995,0.286611296590225,0.18260869565217408,2,500,250,100,0.005,,,0.05
200,222,47,175,48,3.6458333333333335,167,8,75.22522522522523,3.6036036036036037,84.68468468468468,29.268130630630626,0.1215162787884285,0.15610569904966173,0.2962798284028957,0.14017412935323395,0.1750000000000002,0.16167240719479536,0.28914356787491113,0.16762728908648264,2,500,250,100,0.005,,,0.05
250,309,46,263,68,3.8676470588235294,255,8,82.52427184466019,2.588996763754045,88.9967637540453,32.94862459546921,0.126303333533118,0.15437075228497743,0.3014823060698381,0.14711155378486068,0.17499999999999966,0.16700888752681634,0.29678661778740534,0.17048328425428733,2,500,250,100,0.005,,,0.05
300,469,32,437,107,4.08411214953271,423,13,90.19189765458422,2.771855010660981,92.32409381663113,33.2595415778251,0.11580113655410634,0.13640692189102926,0.29417790844108577,0.1577709865500565,0.17499999999999918,0.17399577167019106,0.29011072957736245,0.1743095930232561,2,500,250,100,0.005,,,0.05
350,726,18,708,169,4.189349112426036,681,26,93.80165289256199,3.581267217630854,94.35261707988981,32.64746326905411,0.0948571543711191,0.1438429977781727,0.2945914403180148,0.15074844253984213,0.1749999999999989,0.20000000000000137,0.28930159881556433,0.19444444444444522,2,500,250,100,0.005,,,0.05
400,1146,14,1132,267,4.239700374531835,1100,31,95.98603839441536,2.7050610820244327,95.98603839441536,31.969914194298955,0.0924543739277747,0.1441565847099572,0.2964056154185001,0.15224903070854287,0.0,0.20000000000000148,0.2924543739277762,0.20000000000000148,2,500,250,100,0.005,,,0.05
450,1796,14,1782,417,4.273381294964029,1739,42,96.82628062360801,2.338530066815145,96.82628062360801,31.88312175204153,0.09253804017943165,0.13100805868826557,0.2956275059093081,0.16461944722104252,0.0,0.2000000000000016,0.29253804017943325,0.2000000000000016,2,500,250,100,0.005,,,0.05
0,100,62,38,12,3.1666666666666665,38,0,38.0,0.0,71.0,0.20900000000000005,0.07249575551782689,0.2539473684210527,0.2539473684210527,0.0,0.17500000000000002,0.18879310344827588,0.2539473684210527,0.1814516129032258,0,500,250,100,0.005,,,0.1
50,114,51,63,19,3.3157894736842106,60,3,52.63157894736842,2.6315789473684212,74.56140350877193,9.508991228070176,0.0545985060690945,0.06556372549019618,0.24056372549019614,0.17499999999999996,0.17499999999999996,0.19038461538461535,0.23744164332399637,0.18284313725490187,0,500,250,100,0.005,,,0.1
100,135,51,84,24,3.5,81,3,60.0,2.2222222222222223,78.51851851851852,18.588518518518534,0.07658932384835129,0.08755958929226229,0.26255958929226264,0.17500000000000035,0.17500000000000035,0.1903846153846152,0.2594324611032533,0.182843137254902,0,500,250,100,0.005,,,0.1
